,STPK,Mutant,DEG,Fold-change (log2),p-value,Induced/ Repressed
426,PknB,LOF,Rv2717c,3.0839,9.71e-14,Induced
427,PknB,LOF,Rv0642c,3.0866,1.35e-34,Induced
428,PknB,LOF,Rv1809,3.0933,6.84e-26,Induced
429,PknB,LOF,Rv2796c,3.1095,2.13e-09,Induced
430,PknB,LOF,Rv1654,3.1154,8.98e-37,Induced
431,PknB,LOF,Rv1382,3.1242,1.82e-15,Induced
432,PknB,LOF,Rv0980c,3.1243,3.48e-30,Induced
433,PknB,LOF,Rv0733,3.1289,5.41e-30,Induced
434,PknB,LOF,Rv0710,3.1457,6.59e-12,Induced
435,PknB,LOF,Rv2254c,3.1517,6.32e-22,Induced
436,PknB,LOF,Rv2231B,3.1771,0.007193779,Induced
437,PknB,LOF,Rv3706c,3.1896,1.43e-08,Induced
438,PknB,LOF,Rv1098c,3.2107,2.78e-29,Induced
439,PknB,LOF,Rv2791c,3.2225,6.25e-40,Induced
440,PknB,LOF,Rv1381,3.2488,2.64e-28,Induced
441,PknB,LOF,Rv2832c,3.2617,3.23e-12,Induced
442,PknB,LOF,Rv2719c,3.2782,2.58e-24,Induced
443,PknB,LOF,Rv0601c,3.2937,0.000411701,Induced
444,PknB,LOF,Rv0668,3.2987,4.38e-31,Induced
445,PknB,LOF,Rv2048c,3.3042,7.16e-40,Induced
446,PknB,LOF,Rv3150,3.3182,7.13e-30,Induced
447,PknB,LOF,Rv1714,3.3239,1.36e-09,Induced
448,PknB,LOF,Rv0106,3.3255,9.14e-29,Induced
449,PknB,LOF,Rv0129c,3.3282,3.99e-41,Induced
450,PknB,LOF,Rv1571,3.3447,8.1e-05,Induced
451,PknB,LOF,Rv3201c,3.3497,3e-31,Induced
452,PknB,LOF,Rv1383,3.3541,3.11e-27,Induced
453,PknB,LOF,Rv2946c,3.3656,5.52e-46,Induced
454,PknB,LOF,Rv1316c,3.3844,5.48e-26,Induced
455,PknB,LOF,Rv1655,3.4064,1.06e-37,Induced
456,PknB,LOF,Rv3640c,3.4444,1.62e-16,Induced
457,PknB,LOF,Rv2737c,3.4446,8.83e-59,Induced
458,PknB,LOF,Rv2591,3.4696,3.44e-23,Induced
459,PknB,LOF,Rv1698,3.4711,1.19e-23,Induced
460,PknB,LOF,Rv3585,3.4756,7.82e-39,Induced
461,PknB,LOF,Rv1277,3.5032,4e-43,Induced
462,PknB,LOF,Rv2383c,3.5034,7.81e-41,Induced
463,PknB,LOF,Rv1808,3.5202,1.68e-35,Induced
464,PknB,LOF,Rv1182,3.5385,1.05e-28,Induced
465,PknB,LOF,Rv3892c,3.5688,8.5e-20,Induced
466,PknB,LOF,Rv2594c,3.5797,9.91e-32,Induced
467,PknB,LOF,Rv3850,3.5945,1.99e-21,Induced
468,PknB,LOF,Rv3374,3.6138,0.004077958,Induced
469,PknB,LOF,Rv1612,3.6239,3.38e-32,Induced
470,PknB,LOF,Rv0184,3.6288,4.4e-32,Induced
471,PknB,LOF,Rv3394c,3.6472,1.73e-29,Induced
472,PknB,LOF,Rv2523c,3.6491,1.54e-26,Induced
473,PknB,LOF,Rv2891,3.6587,7.48e-14,Induced
474,PknB,LOF,Rv2593c,3.6709,1.25e-29,Induced
475,PknB,LOF,Rv0170,3.6731,4.65e-40,Induced
476,PknB,LOF,Rv1319c,3.6741,5.09e-31,Induced
477,PknB,LOF,Rv1806,3.6967,1.3e-14,Induced
478,PknB,LOF,Rv3202c,3.7249,1.11e-40,Induced
479,PknB,LOF,Rv3259,3.7404,9.32e-37,Induced
480,PknB,LOF,Rv0107c,3.8212,1.56e-54,Induced
481,PknB,LOF,Rv1566c,3.8446,2.84e-40,Induced
482,PknB,LOF,Rv1181,3.8635,1.52e-43,Induced
483,PknB,LOF,Rv2641,3.8646,2.59e-45,Induced
484,PknB,LOF,Rv3149,3.8964,2.96e-35,Induced
485,PknB,LOF,Rv2592c,3.9049,1.89e-39,Induced
486,PknB,LOF,Rv1807,3.9097,2.52e-11,Induced
487,PknB,LOF,Rv3823c,3.9119,1.26e-50,Induced
488,PknB,LOF,Rv1318c,3.9409,1.18e-39,Induced
489,PknB,LOF,Rv2253,3.9456,1.51e-15,Induced
490,PknB,LOF,Rv3825c,3.9514,5.33e-34,Induced
491,PknB,LOF,Rv0169,3.9539,2.55e-43,Induced
492,PknB,LOF,Rv1536,3.9765,7.61e-18,Induced
